49542,83
47755,85
47856,85
47525,82
48801,83
46344,90
47719,86
49114,84
48349,82
48404,87
47276,86
48089,86
46565,85
48855,85
48566,84
46788,87
47700,84
49171,84
49573,82
49538,83
48150,84
48304,84
48418,84
46601,89
48742,87
47876,84
46494,85
48671,83
46910,88
48694,87
47631,87
48396,82
49742,80
46865,87
48408,86
47556,84
48221,84
49302,82
48718,85
47935,92
47905,87
48466,86
48021,86
48902,84
46086,89
48101,84
48166,84
46482,88
47425,87
48933,85
49499,85
49286,86
47393,85
48602,86
49057,82
49368,86
48959,81
46247,87
49648,86
49931,83
49336,87
47036,87
47351,84
46037,84
49121,85
49071,85
49215,82
48497,86
48777,84
48405,85
48955,82
47236,87
48073,84
48734,84
47876,83
49260,84
49098,83
48686,86
48024,85
48610,85
49954,81
48528,85
48546,86
46456,87
48237,86
48784,85
47924,86
47154,87
48927,83
48907,84
47496,88
47286,86
48219,87
47325,89
47311,87
48203,86
49172,83
47689,84
48378,85
46898,87
48017,85
48386,84
47882,85
47725,87
48081,84
48319,86
48403,83
47474,88
47435,86
47701,90
47900,86
48050,86
49070,83
47780,84
49219,83
49808,88
47557,88
49036,86
48153,87
47230,90
47030,87
47255,88
48660,82
48286,85
48392,84
48759,84
47721,87
48342,84
48544,85
47292,85
46266,87
48715,84
48706,80
48374,80
48375,84
47739,84
47604,83
46890,90
47453,84
49289,84
48183,85
48242,86
48567,83
46178,88
47011,90
48787,83
47692,86
47144,87
49704,83
47934,87
48551,87
48425,85
47289,86
47960,87
47743,86
48934,85
48153,83
47626,86
49213,82
47241,85
48088,84
48930,87
47619,84
47480,87
46911,89
48742,85
49682,82
48315,88
49739,83
47596,89
47633,85
47537,85
47480,85
48848,82
46526,90
48215,84
49369,84
46695,85
47640,86
48299,84
49266,82
47825,86
48551,84
48463,84
48436,86
47316,85
47767,85
48882,84
47002,89
47823,87
48285,87
49189,83
48582,85
48410,83
46912,85
47195,85
48599,84
48653,84
48523,85
47770,88
47662,85
48808,88
46453,86
48854,86
49093,82
49182,83
47133,87
47185,87
47281,86
47474,86
47509,84
46960,86
48568,85
47181,88
46801,87
48199,84
46996,90
48263,82
48588,88
46930,85
48343,81
48047,85
47922,87
47206,86
47592,87
47219,85
48212,86
47405,85
48853,84
49097,85
48021,85
49404,82
47911,85
48839,84
49135,84
47087,86
47778,87
46881,86
49315,84
47845,85
47534,87
49766,81
47864,84
48076,83
48354,88
49330,88
49029,84
47761,82
47353,84
48383,87
48318,80
48324,85
46801,88
49069,84
48531,84
49779,85
48282,83
47144,89
49667,82
47714,84
48798,83
47583,86
47529,87
47984,84
47169,86
48371,83
45826,90
49756,86
48579,84
46168,91
49219,83
46662,86
47664,86
47536,86
49213,84
47992,82
50435,81
48034,84
47380,88
47597,89
48732,83
46987,86
47469,86
47245,88
46550,89
48599,84
47841,85
48934,85
47656,84
48791,85
47098,86
47800,87
46406,90
47779,89
46983,89
50156,81
48745,82
48381,84
48986,82
45665,89
49710,80
46297,89
48257,85
48213,87
47479,87
47870,88
48344,84
46236,87
46994,86
47820,85
48119,87
48383,83
46827,90
47885,86
47579,89
49807,82
48643,85
47891,84
49313,84
47795,84
47247,85
48036,84
47237,87
48314,86
48659,85
47335,84
49002,84
48720,85
48976,82
48228,85
49971,83
48446,82
48341,86
49280,81
47721,86
50193,84
49236,82
47741,85
49501,82
48290,84
45591,89
48435,86
48985,84
47924,88
47756,85
47266,87
47400,87
48364,84
47779,84
47405,87
48535,83
48058,85
49013,85
50055,82
47132,87
48095,84
47392,84
46897,88
47267,88
47518,87
49433,84
48652,86
46904,86
49795,78
48339,86
48343,86
48398,85
47766,85
47307,90
47379,85
48031,83
46657,90
47546,88
49114,87
47671,89
49191,81
47615,87
48193,88
48237,86
48106,86
47912,85
46745,87
49501,86
48610,86
47751,86
47757,87
47610,88
48295,85
47957,88
48358,87
48117,84
48113,87
46484,90
48422,80
47342,87
47202,84
48389,83
47721,85
48575,83
47844,87
49314,82
47825,84
47498,85
48326,86
48871,85
47012,85
47435,85
47791,89
47614,86
48750,86
48686,88
46818,89
49209,82
47359,87
49377,82
49842,86
46889,90
48452,84
47938,86
48683,84
47453,86
47842,86
48559,84
48586,83
47679,85
47960,87
47448,87
47915,86
49008,83
47264,86
46424,90
49003,83
48386,83
47688,87
46917,86
47965,83
48012,83
47329,90
51516,79
48267,88
49201,81
47998,86
47891,82
49440,88
47979,85
47783,87
49924,82
48038,86
48453,87
47822,86
47163,84
47397,86
49762,83
49704,82
46821,87
47400,87
49239,83
49855,83
48348,86
47847,83
46478,87
46034,90
47644,86
46738,88
47459,87
48316,85
47739,86
49752,81
47215,89
48812,84
47042,86
47215,88
48800,82
47480,85
48545,84
47075,89
48681,84
49352,82
49378,84
48134,83
46998,88
47704,85
48525,85
47756,86
50419,81
48538,83
50005,81
47992,88
47471,85
49645,81
48455,84
50153,81
48347,84
47704,84
47666,87
50699,78
49218,84
48066,85
49477,83
47669,85
46935,88
48511,85
48340,83
47572,88
48817,81
48135,84
49150,83
48160,86
46811,85
47198,85
48727,86
48686,84
48763,84
48263,85
48160,86
50415,81
47276,86
46896,88
47839,87
48755,86
47588,88
48636,87
49064,81
49140,87
48857,84
47661,87
46314,90
47928,84
48771,85
48934,84
47254,85
47790,86
48939,85
48189,86
47371,86
48525,83
47220,86
48123,83
49344,83
49462,86
49819,83
48157,88
48990,86
47259,89
48411,86
46395,87
49513,83
47626,85
48980,83
46020,89
47457,84
47818,84
48491,87
48516,85
48479,86
49038,82
47695,86
48026,89
48741,86
47653,87
47704,87
48008,84
46702,83
47700,87
50593,80
48217,85
48924,82
47561,84
48411,84
49472,84
49123,90
48660,83
47792,82
49284,81
47994,86
47852,82
48442,85
49824,81
48068,87
46422,88
49014,84
48089,84
48569,83
49018,84
48357,86
49112,88
47153,88
48327,83
49657,81
46888,87
49186,82
48267,88
48406,85
49569,83
49194,81
48384,85
49090,82
49946,82
47568,87
48252,82
48349,85
47365,89
47477,87
49194,84
47827,84
49642,83
47326,87
47828,87
47577,86
48790,84
50106,83
48992,86
48968,81
47689,86
47813,82
45732,86
46492,87
47519,83
48211,84
47970,83
46867,90
49158,85
47632,87
49326,85
48184,83
48011,88
46629,88
49546,85
49433,81
50039,81
51654,80
46257,85
46504,89
47296,82
48869,87
49282,85
47164,89
49495,80
47765,87
50435,84
46742,86
47804,87
48583,83
47047,89
48496,83
49135,81
50032,83
48773,90
49103,84
49072,84
48433,84
48715,84
48911,83
48199,84
50206,80
47060,86
49724,84
49034,86
47552,88
47164,87
48918,82
47137,88
49235,85
48970,81
47099,86
47565,85
48611,85
48320,88
46796,88
47867,87
47301,85
47614,84
48291,86
47485,87
48205,84
47921,88
48324,86
46916,84
48961,85
46798,90
50088,81
48496,86
47628,86
48190,85
49504,83
49248,83
47161,85
46912,89
48819,85
48686,86
48116,88
46480,86
49228,85
48322,83
48078,84
48300,83
47018,87
48427,85
47624,84
48691,86
47846,84
50013,83
50000,85
49435,80
47796,88
47808,86
47838,84
46436,91
48590,86
47884,85
47735,89
48732,84
48381,84
46156,89
48007,85
47414,86
47208,84
46662,88
48435,84
48522,88
47911,85
48987,84
45264,87
